nico,word,freq,total,user,word,freq,total,NicoFreqUserWords,NicoTotalWords,,
p34,one,15,836,p34,'re,7,304,,,,
p34,know,14,836,p34,seven,7,304,,,,
p34,twenty,14,836,p34,divided,7,304,,,,
p34,sure,14,836,p34,eight,7,304,,,,
p34,explain,13,836,p34,find,5,304,,,,
p34,okay,13,836,p34,going,5,304,,,,
p34,point,13,836,p34,get,5,304,,,,
p34,n't,13,836,p34,ten,5,304,,,,
p34,three,13,836,p34,plus,5,304,,,,
p34,need,13,836,p34,hundred,5,304,,,,
p34,get,13,836,p34,trying,5,304,,,,
p34,'s,13,836,p34,four,4,304,,,,
p34,go,11,836,p34,two,4,304,,,,
p34,'re,11,836,p34,need,4,304,,,,
p34,'m,11,836,p34,fifty,3,304,,,,
p35,okay,21,765,p35,times,21,267,,,,
p35,two,21,765,p35,need,19,267,,,,
p35,multiply,17,765,p35,multiply,18,267,,,,
p35,put,16,765,p35,one,14,267,,,,
p35,answer,16,765,p35,yes,12,267,,,,
p35,five,15,765,p35,'s,11,267,,,,
p35,three,15,765,p35,six,11,267,,,,
p35,get,14,765,p35,ten,9,267,,,,
p35,great,14,765,p35,divide,9,267,,,,
p35,think,14,765,p35,three,9,267,,,,
p35,``,14,765,p35,divided,8,267,,,,
p35,'',14,765,p35,two,8,267,,,,
p35,'m,14,765,p35,hundred,8,267,,,,
p35,one,13,765,p35,seven,6,267,,,,
p35,figure,13,765,p35,buy,5,267,,,,
p35,sweet,11,765,p35,point,4,267,,,,
p35,need,11,765,p35,twenty,4,267,,,,
p35,'s,11,765,p35,yeah,4,267,,,,
p35,help,10,765,p35,forty,4,267,,,,
p35,step,9,765,p35,way,4,267,,,,
p35,times,9,765,p35,four,4,267,,,,
p35,point,9,765,p35,easy,3,267,,,,
p35,twenty,9,765,p35,needed,3,267,,,,
p35,bags,9,765,p35,correct,3,267,,,,
p35,paint,8,765,p35,eighty,3,267,,,,
p36,two,30,810,p36,one,26,365,,,,
p36,think,20,810,p36,ten,17,365,,,,
p36,point,19,810,p36,times,17,365,,,,
p36,three,19,810,p36,would,15,365,,,,
p36,answer,19,810,p36,six,14,365,,,,
p36,times,17,810,p36,four,11,365,,,,
p36,put,16,810,p36,five,11,365,,,,
p36,one,16,810,p36,multiply,11,365,,,,
p36,get,14,810,p36,divided,10,365,,,,
p36,'s,14,810,p36,two,9,365,,,,
p36,figure,14,810,p36,figure,9,365,,,,
p36,twenty,13,810,p36,answer,9,365,,,,
p36,six,13,810,p36,equals,8,365,,,,
p36,five,12,810,p36,hundred,8,365,,,,
p36,sweet,12,810,p36,first,7,365,,,,
p36,seven,12,810,p36,point,7,365,,,,
p36,``,12,810,p36,three,7,365,,,,
p36,'',12,810,p36,ratio,6,365,,,,
p36,multiply,11,810,p36,get,6,365,,,,
p36,know,10,810,p36,'s,6,365,,,,
p36,hundred,10,810,p36,since,6,365,,,,
p36,ratio,9,810,p36,twenty,6,365,,,,
p36,ten,9,810,p36,need,6,365,,,,
p36,awesome,9,810,p36,yes,5,365,,,,
p36,okay,9,810,p36,got,5,365,,,,
p37,two,23,791,p37,ten,21,333,,,,
p37,three,21,791,p37,one,18,333,,,,
p37,think,19,791,p37,get,14,333,,,,
p37,multiply,17,791,p37,correct,11,333,,,,
p37,'m,17,791,p37,divide,10,333,,,,
p37,one,16,791,p37,hundred,10,333,,,,
p37,times,15,791,p37,know,9,333,,,,
p37,five,14,791,p37,multiply,9,333,,,,
p37,figure,13,791,p37,five,8,333,,,,
p37,answer,13,791,p37,put,7,333,,,,
p37,put,12,791,p37,next,7,333,,,,
p37,great,12,791,p37,eminem,6,333,,,,
p37,sweet,12,791,p37,much,6,333,,,,
p37,bags,12,791,p37,six,6,333,,,,
p37,okay,12,791,p37,'s,6,333,,,,
p37,``,11,791,p37,two,6,333,,,,
p37,hundred,11,791,p37,yes,5,333,,,,
p37,'',11,791,p37,good,5,333,,,,
p37,get,10,791,p37,plus,5,333,,,,
p37,step,10,791,p37,point,5,333,,,,
p37,go,9,791,p37,total,5,333,,,,
p37,'s,9,791,p37,fraction,5,333,,,,
p37,need,9,791,p37,need,5,333,,,,
p37,thinking,8,791,p37,nika,5,333,,,,
p37,miles,8,791,p37,miles,4,333,,,,
p38,two,28,753,p38,times,30,277,,,,
p38,five,21,753,p38,yes,16,277,,,,
p38,'s,21,753,p38,correct,16,277,,,,
p38,one,18,753,p38,one,15,277,,,,
p38,answer,18,753,p38,good,15,277,,,,
p38,'m,18,753,p38,ten,14,277,,,,
p38,put,17,753,p38,job,14,277,,,,
p38,next,17,753,p38,hundred,11,277,,,,
p38,times,15,753,p38,six,10,277,,,,
p38,point,15,753,p38,three,9,277,,,,
p38,hundred,15,753,p38,five,9,277,,,,
p38,think,14,753,p38,seven,8,277,,,,
p38,three,14,753,p38,would,7,277,,,,
p38,figure,14,753,p38,divided,7,277,,,,
p38,really,13,753,p38,point,6,277,,,,
p38,bags,13,753,p38,four,4,277,,,,
p38,twenty,12,753,p38,seventy,4,277,,,,
p38,multiply,12,753,p38,twelve,3,277,,,,
p38,know,11,753,p38,forty,3,277,,,,
p38,step,11,753,p38,'s,3,277,,,,
p38,n't,11,753,p38,eight,3,277,,,,
p38,sure,11,753,p38,thirty,3,277,,,,
p38,need,10,753,p38,equal,3,277,,,,
p38,okay,10,753,p38,two,3,277,,,,
p38,help,9,753,p38,total,2,277,,,,
p39,three,21,492,p39,three,16,223,,,,
p39,need,15,492,p39,one,14,223,,,,
p39,paint,14,492,p39,ten,13,223,,,,
p39,times,12,492,p39,need,12,223,,,,
p39,one,12,492,p39,multiply,10,223,,,,
p39,much,12,492,p39,area,9,223,,,,
p39,think,11,492,p39,six,9,223,,,,
p39,two,11,492,p39,fluid,9,223,,,,
p39,okay,10,492,p39,surface,9,223,,,,
p39,put,9,492,p39,divide,7,223,,,,
p39,figure,9,492,p39,square,6,223,,,,
p39,answer,9,492,p39,paint,6,223,,,,
p39,'s,8,492,p39,torso,6,223,,,,
p39,great,8,492,p39,inches,5,223,,,,
p39,get,7,492,p39,miles,5,223,,,,
p39,``,7,492,p39,takes,4,223,,,,
p39,'',7,492,p39,thirty,4,223,,,,
p39,multiply,7,492,p39,hour,4,223,,,,
p39,'m,7,492,p39,times,4,223,,,,
p39,help,6,492,p39,oz,4,223,,,,
p39,thinking,6,492,p39,know,4,223,,,,
p39,miles,6,492,p39,covers,3,223,,,,
p39,step,6,492,p39,find,3,223,,,,
p39,first,6,492,p39,much,3,223,,,,
p39,feet,6,492,p39,hundred,3,223,,,,
p4,think,25,879,p4,going,16,259,,,,
p4,two,23,879,p4,'re,14,259,,,,
p4,three,20,879,p4,yes,12,259,,,,
p4,okay,19,879,p4,times,12,259,,,,
p4,times,18,879,p4,one,12,259,,,,
p4,figure,18,879,p4,five,9,259,,,,
p4,'',18,879,p4,divided,9,259,,,,
p4,``,16,879,p4,ten,8,259,,,,
p4,'m,16,879,p4,point,8,259,,,,
p4,help,14,879,p4,three,8,259,,,,
p4,hundred,14,879,p4,six,8,259,,,,
p4,get,14,879,p4,four,7,259,,,,
p4,multiply,14,879,p4,equals,7,259,,,,
p4,five,13,879,p4,hundred,7,259,,,,
p4,sweet,13,879,p4,seven,5,259,,,,
p4,'s,12,879,p4,two,5,259,,,,
p4,great,12,879,p4,divide,4,259,,,,
p4,one,12,879,p4,want,4,259,,,,
p4,answer,12,879,p4,twelve,3,259,,,,
p4,put,11,879,p4,forty,3,259,,,,
p4,hard,10,879,p4,correct,3,259,,,,
p4,step,10,879,p4,multiply,3,259,,,,
p4,problem,10,879,p4,fraction,3,259,,,,
p4,bags,10,879,p4,basically,3,259,,,,
p4,need,10,879,p4,surface,3,259,,,,
p40,two,16,536,p40,hundred,18,136,,,,
p40,answer,14,536,p40,one,15,136,,,,
p40,five,12,536,p40,ten,12,136,,,,
p40,put,12,536,p40,yes,9,136,,,,
p40,times,12,536,p40,five,9,136,,,,
p40,three,12,536,p40,times,8,136,,,,
p40,think,11,536,p40,twenty,7,136,,,,
p40,get,10,536,p40,two,7,136,,,,
p40,one,10,536,p40,three,4,136,,,,
p40,hundred,10,536,p40,'s,4,136,,,,
p40,bags,10,536,p40,fifty,4,136,,,,
p40,'s,9,536,p40,minus,4,136,,,,
p40,'m,9,536,p40,equals,3,136,,,,
p40,need,8,536,p40,bag,3,136,,,,
p40,help,7,536,p40,bags,2,136,,,,
p40,step,7,536,p40,six,2,136,,,,
p40,figure,7,536,p40,eminem,2,136,,,,
p40,okay,6,536,p40,eight,2,136,,,,
p40,great,6,536,p40,plus,2,136,,,,
p40,``,6,536,p40,know,2,136,,,,
p40,awesome,6,536,p40,twelve,1,136,,,,
p40,'',6,536,p40,seven,1,136,,,,
p40,six,6,536,p40,dead,1,136,,,,
p40,multiply,6,536,p40,zero,1,136,,,,
p40,go,5,536,p40,total,1,136,,,,
p41,multiply,19,573,p41,multiply,24,226,,,,
p41,two,17,573,p41,get,19,226,,,,
p41,three,16,573,p41,one,16,226,,,,
p41,think,15,573,p41,six,12,226,,,,
p41,five,12,573,p41,five,9,226,,,,
p41,get,12,573,p41,ten,8,226,,,,
p41,put,12,573,p41,three,8,226,,,,
p41,answer,12,573,p41,yes,7,226,,,,
p41,times,11,573,p41,hundred,7,226,,,,
p41,okay,11,573,p41,seven,6,226,,,,
p41,one,10,573,p41,step,6,226,,,,
p41,great,9,573,p41,think,6,226,,,,
p41,figure,9,573,p41,point,5,226,,,,
p41,``,9,573,p41,two,5,226,,,,
p41,'',9,573,p41,times,5,226,,,,
p41,need,9,573,p41,divided,5,226,,,,
p41,bags,9,573,p41,correct,5,226,,,,
p41,hundred,8,573,p41,would,4,226,,,,
p41,'m,8,573,p41,next,4,226,,,,
p41,help,7,573,p41,twelve,3,226,,,,
p41,miles,7,573,p41,yep,3,226,,,,
p41,'s,7,573,p41,like,3,226,,,,
p41,step,7,573,p41,divide,2,226,,,,
p41,paint,7,573,p41,want,2,226,,,,
p41,awesome,7,573,p41,go,2,226,,,,
p42,two,33,640,p42,one,35,565,,,,
p42,three,25,640,p42,going,34,565,,,,
p42,five,21,640,p42,two,28,565,,,,
p42,answer,18,640,p42,times,26,565,,,,
p42,put,17,640,p42,twenty,26,565,,,,
p42,times,17,640,p42,hundred,24,565,,,,
p42,one,17,640,p42,equals,22,565,,,,
p42,point,16,640,p42,point,22,565,,,,
p42,okay,15,640,p42,three,22,565,,,,
p42,figure,14,640,p42,six,22,565,,,,
p42,step,13,640,p42,'re,19,565,,,,
p42,ten,12,640,p42,five,18,565,,,,
p42,need,12,640,p42,would,18,565,,,,
p42,multiply,12,640,p42,yes,17,565,,,,
p42,paint,11,640,p42,answer,15,565,,,,
p42,hundred,10,640,p42,divided,13,565,,,,
p42,seven,10,640,p42,ten,12,565,,,,
p42,think,9,640,p42,nine,12,565,,,,
p42,bags,9,640,p42,'s,11,565,,,,
p42,help,8,640,p42,fifty,10,565,,,,
p42,twenty,8,640,p42,seven,10,565,,,,
p42,six,8,640,p42,'m,10,565,,,,
p42,four,7,640,p42,equal,8,565,,,,
p42,go,7,640,p42,eight,8,565,,,,
p42,guess,7,640,p42,four,7,565,,,,
p43,two,20,542,p43,plus,13,138,,,,
p43,three,17,542,p43,ten,9,138,,,,
p43,answer,16,542,p43,one,8,138,,,,
p43,put,15,542,p43,yes,8,138,,,,
p43,think,14,542,p43,twelve,6,138,,,,
p43,need,14,542,p43,six,6,138,,,,
p43,okay,13,542,p43,three,6,138,,,,
p43,times,12,542,p43,five,6,138,,,,
p43,figure,12,542,p43,find,5,138,,,,
p43,know,11,542,p43,would,5,138,,,,
p43,step,11,542,p43,'s,5,138,,,,
p43,help,9,542,p43,multiply,4,138,,,,
p43,five,9,542,p43,times,4,138,,,,
p43,twenty,9,542,p43,point,3,138,,,,
p43,paint,8,542,p43,answer,3,138,,,,
p43,point,8,542,p43,hundred,3,138,,,,
p43,n't,8,542,p43,correct,3,138,,,,
p43,one,7,542,p43,minus,2,138,,,,
p43,'m,7,542,p43,add,2,138,,,,
p43,four,6,542,p43,subtract,2,138,,,,
p43,far,6,542,p43,adam,2,138,,,,
p43,'s,6,542,p43,two,2,138,,,,
p43,feet,6,542,p43,seven,1,138,,,,
p43,``,6,542,p43,divide,1,138,,,,
p43,'',6,542,p43,number,1,138,,,,
p44,two,26,446,p44,one,19,268,,,,
p44,multiply,17,446,p44,six,14,268,,,,
p44,three,14,446,p44,multiply,13,268,,,,
p44,five,13,446,p44,would,13,268,,,,
p44,one,12,446,p44,ten,11,268,,,,
p44,okay,11,446,p44,yes,8,268,,,,
p44,get,10,446,p44,get,8,268,,,,
p44,put,10,446,p44,five,7,268,,,,
p44,times,10,446,p44,times,7,268,,,,
p44,six,9,446,p44,three,7,268,,,,
p44,answer,9,446,p44,hundred,7,268,,,,
p44,step,8,446,p44,need,6,268,,,,
p44,hundred,8,446,p44,thing,5,268,,,,
p44,figure,8,446,p44,two,5,268,,,,
p44,need,8,446,p44,'s,5,268,,,,
p44,bags,8,446,p44,quantity,5,268,,,,
p44,help,7,446,p44,current,4,268,,,,
p44,ten,7,446,p44,equals,4,268,,,,
p44,think,7,446,p44,amount,4,268,,,,
p44,paint,7,446,p44,divide,4,268,,,,
p44,problem,7,446,p44,point,4,268,,,,
p44,'m,7,446,p44,distance,4,268,,,,
p44,twenty,6,446,p44,seven,4,268,,,,
p44,though,6,446,p44,eight,4,268,,,,
p44,go,5,446,p44,find,3,268,,,,
p45,two,18,519,p45,times,14,123,,,,
p45,three,17,519,p45,three,9,123,,,,
p45,answer,12,519,p45,one,9,123,,,,
p45,'s,11,519,p45,ten,8,123,,,,
p45,times,11,519,p45,six,8,123,,,,
p45,one,11,519,p45,equals,8,123,,,,
p45,put,10,519,p45,yes,6,123,,,,
p45,think,10,519,p45,divided,4,123,,,,
p45,get,10,519,p45,hundred,4,123,,,,
p45,``,9,519,p45,plus,4,123,,,,
p45,'',9,519,p45,two,3,123,,,,
p45,'m,9,519,p45,eight,3,123,,,,
p45,six,8,519,p45,five,3,123,,,,
p45,miles,8,519,p45,since,2,123,,,,
p45,need,8,519,p45,point,2,123,,,,
p45,step,7,519,p45,yeah,2,123,,,,
p45,paint,7,519,p45,get,2,123,,,,
p45,figure,7,519,p45,sixty,2,123,,,,
p45,okay,7,519,p45,thirty,2,123,,,,
p45,multiply,7,519,p45,divide,1,123,,,,
p45,help,6,519,p45,cheat,1,123,,,,
p45,right,6,519,p45,image,1,123,,,,
p45,oh,6,519,p45,four,1,123,,,,
p45,sweet,6,519,p45,attempts,1,123,,,,
p45,five,5,519,p45,counting,1,123,,,,
p46,two,28,847,p46,one,36,485,,,,
p46,three,25,847,p46,times,35,485,,,,
p46,five,21,847,p46,ten,24,485,,,,
p46,times,20,847,p46,equals,24,485,,,,
p46,think,19,847,p46,five,23,485,,,,
p46,point,19,847,p46,three,19,485,,,,
p46,answer,19,847,p46,point,15,485,,,,
p46,one,18,847,p46,divided,14,485,,,,
p46,put,16,847,p46,two,14,485,,,,
p46,twenty,14,847,p46,know,12,485,,,,
p46,sweet,13,847,p46,okay,12,485,,,,
p46,hundred,13,847,p46,seven,12,485,,,,
p46,figure,13,847,p46,would,11,485,,,,
p46,get,12,847,p46,answer,11,485,,,,
p46,know,12,847,p46,four,10,485,,,,
p46,'s,12,847,p46,hundred,9,485,,,,
p46,'m,12,847,p46,yeah,8,485,,,,
p46,seven,11,847,p46,twenty,8,485,,,,
p46,bags,11,847,p46,six,8,485,,,,
p46,``,10,847,p46,'s,7,485,,,,
p46,'',10,847,p46,good,6,485,,,,
p46,go,9,847,p46,bottom,6,485,,,,
p46,great,9,847,p46,job,6,485,,,,
p46,awesome,9,847,p46,got,5,485,,,,
p46,okay,9,847,p46,already,5,485,,,,
p47,two,31,696,p47,times,26,394,,,,
p47,point,22,696,p47,number,25,394,,,,
p47,three,20,696,p47,one,22,394,,,,
p47,figure,18,696,p47,ten,20,394,,,,
p47,think,17,696,p47,three,17,394,,,,
p47,five,16,696,p47,five,17,394,,,,
p47,put,15,696,p47,point,16,394,,,,
p47,far,14,696,p47,'s,14,394,,,,
p47,'s,14,696,p47,six,13,394,,,,
p47,answer,14,696,p47,divided,11,394,,,,
p47,okay,14,696,p47,two,11,394,,,,
p47,one,13,696,p47,equals,10,394,,,,
p47,twenty,13,696,p47,yeah,10,394,,,,
p47,get,11,696,p47,equal,9,394,,,,
p47,times,11,696,p47,well,8,394,,,,
p47,help,10,696,p47,would,8,394,,,,
p47,seven,10,696,p47,missing,8,394,,,,
p47,bags,10,696,p47,twelve,7,394,,,,
p47,nancy,10,696,p47,thirty,7,394,,,,
p47,ten,9,696,p47,seven,6,394,,,,
p47,step,9,696,p47,like,6,394,,,,
p47,feet,9,696,p47,see,5,394,,,,
p47,'m,8,696,p47,got,5,394,,,,
p47,ratio,7,696,p47,9.2,5,394,,,,
p47,give,7,696,p47,many,5,394,,,,
p48,two,26,768,p48,times,30,298,,,,
p48,three,21,768,p48,one,25,298,,,,
p48,think,19,768,p48,two,20,298,,,,
p48,one,18,768,p48,hundred,18,298,,,,
p48,five,17,768,p48,ten,17,298,,,,
p48,'m,17,768,p48,equals,17,298,,,,
p48,times,16,768,p48,could,17,298,,,,
p48,answer,16,768,p48,divided,16,298,,,,
p48,get,15,768,p48,three,16,298,,,,
p48,put,15,768,p48,five,15,298,,,,
p48,``,14,768,p48,twenty,14,298,,,,
p48,'',14,768,p48,point,12,298,,,,
p48,multiply,14,768,p48,six,11,298,,,,
p48,okay,13,768,p48,yes,10,298,,,,
p48,'s,12,768,p48,four,6,298,,,,
p48,hundred,12,768,p48,seven,5,298,,,,
p48,point,11,768,p48,fifty,5,298,,,,
p48,figure,11,768,p48,forty,4,298,,,,
p48,twenty,10,768,p48,equal,4,298,,,,
p48,help,9,768,p48,give,3,298,,,,
p48,bags,9,768,p48,skip,3,298,,,,
p48,six,9,768,p48,plus,3,298,,,,
p48,miles,8,768,p48,eight,3,298,,,,
p48,ten,8,768,p48,nine,2,298,,,,
p48,great,8,768,p48,th,2,298,,,,
p49,three,30,852,p49,one,22,291,,,,
p49,two,24,852,p49,ten,21,291,,,,
p49,think,23,852,p49,multiply,15,291,,,,
p49,multiply,20,852,p49,supposed,15,291,,,,
p49,five,17,852,p49,yes,14,291,,,,
p49,sweet,17,852,p49,three,13,291,,,,
p49,one,17,852,p49,divide,12,291,,,,
p49,put,15,852,p49,six,11,291,,,,
p49,times,15,852,p49,five,10,291,,,,
p49,point,15,852,p49,point,9,291,,,,
p49,seven,14,852,p49,make,9,291,,,,
p49,figure,14,852,p49,hundred,9,291,,,,
p49,bags,14,852,p49,equivalent,9,291,,,,
p49,'m,14,852,p49,two,9,291,,,,
p49,go,13,852,p49,correct,8,291,,,,
p49,get,13,852,p49,seven,7,291,,,,
p49,``,13,852,p49,thirty,7,291,,,,
p49,'',13,852,p49,twelve,5,291,,,,
p49,answer,13,852,p49,twenty,5,291,,,,
p49,'s,13,852,p49,miles,5,291,,,,
p49,hundred,12,852,p49,get,5,291,,,,
p49,problem,11,852,p49,would,4,291,,,,
p49,awesome,11,852,p49,answer,4,291,,,,
p49,six,10,852,p49,'s,4,291,,,,
p49,miles,10,852,p49,hour,4,291,,,,
p5,three,25,446,p5,square,26,486,,,,
p5,need,21,446,p5,one,22,486,,,,
p5,paint,20,446,p5,inches,22,486,,,,
p5,one,14,446,p5,fluid,21,486,,,,
p5,much,14,446,p5,paint,21,486,,,,
p5,two,14,446,p5,six,19,486,,,,
p5,okay,13,446,p5,three,18,486,,,,
p5,times,11,446,p5,ounces,16,486,,,,
p5,figure,11,446,p5,went,15,486,,,,
p5,six,11,446,p5,ten,15,486,,,,
p5,put,10,446,p5,legs,14,486,,,,
p5,answer,9,446,p5,miles,13,486,,,,
p5,feet,8,446,p5,feet,12,486,,,,
p5,get,7,446,p5,twelve,11,486,,,,
p5,think,7,446,p5,need,11,486,,,,
p5,miles,6,446,p5,would,10,486,,,,
p5,step,6,446,p5,yes,9,486,,,,
p5,look,6,446,p5,oz,9,486,,,,
p5,``,6,446,p5,since,8,486,,,,
p5,'',6,446,p5,plus,7,486,,,,
p5,multiply,6,446,p5,unknown,7,486,,,,
p5,help,5,446,p5,head,7,486,,,,
p5,five,5,446,p5,hour,7,486,,,,
p5,ten,5,446,p5,two,7,486,,,,
p5,first,5,446,p5,half,6,486,,,,
p50,two,21,394,p50,times,12,116,,,,
p50,three,21,394,p50,six,9,116,,,,
p50,five,13,394,p50,multiply,9,116,,,,
p50,put,12,394,p50,one,9,116,,,,
p50,times,12,394,p50,five,8,116,,,,
p50,answer,12,394,p50,ten,6,116,,,,
p50,six,11,394,p50,equals,6,116,,,,
p50,one,10,394,p50,three,5,116,,,,
p50,multiply,10,394,p50,hundred,5,116,,,,
p50,hundred,9,394,p50,correct,5,116,,,,
p50,paint,8,394,p50,yes,4,116,,,,
p50,need,8,394,p50,equal,4,116,,,,
p50,bags,8,394,p50,twenty,3,116,,,,
p50,help,7,394,p50,cuz,3,116,,,,
p50,step,7,394,p50,twelve,2,116,,,,
p50,figure,7,394,p50,divide,2,116,,,,
p50,okay,7,394,p50,'s,2,116,,,,
p50,miles,6,394,p50,candy,2,116,,,,
p50,first,6,394,p50,people,1,116,,,,
p50,hint,5,394,p50,cross,1,116,,,,
p50,get,5,394,p50,four,1,116,,,,
p50,ten,5,394,p50,need,1,116,,,,
p50,hours,5,394,p50,best,1,116,,,,
p50,think,5,394,p50,bags,1,116,,,,
p50,twenty,5,394,p50,divided,1,116,,,,
p51,two,22,714,p51,times,20,159,,,,
p51,'m,18,714,p51,ten,15,159,,,,
p51,know,17,714,p51,hundred,11,159,,,,
p51,put,16,714,p51,five,10,159,,,,
p51,think,16,714,p51,three,9,159,,,,
p51,'',16,714,p51,yes,7,159,,,,
p51,answer,16,714,p51,one,7,159,,,,
p51,``,14,714,p51,six,5,159,,,,
p51,n't,13,714,p51,twelve,4,159,,,,
p51,five,11,714,p51,seven,4,159,,,,
p51,good,10,714,p51,divide,4,159,,,,
p51,get,10,714,p51,point,4,159,,,,
p51,twenty,10,714,p51,four,4,159,,,,
p51,three,10,714,p51,surface,3,159,,,,
p51,figure,10,714,p51,area,3,159,,,,
p51,help,9,714,p51,fifty,3,159,,,,
p51,point,9,714,p51,divided,3,159,,,,
p51,'s,8,714,p51,multiply,3,159,,,,
p51,great,8,714,p51,seventy,3,159,,,,
p51,times,8,714,p51,plus,3,159,,,,
p51,problem,8,714,p51,total,2,159,,,,
p51,really,7,714,p51,figure,2,159,,,,
p51,sweet,7,714,p51,'s,2,159,,,,
p51,question,7,714,p51,amount,2,159,,,,
p51,hundred,7,714,p51,twenty,2,159,,,,
p52,two,33,959,p52,ten,25,433,,,,
p52,okay,21,959,p52,five,21,433,,,,
p52,great,19,959,p52,one,21,433,,,,
p52,think,19,959,p52,yes,18,433,,,,
p52,get,18,959,p52,know,15,433,,,,
p52,put,18,959,p52,would,15,433,,,,
p52,answer,18,959,p52,well,15,433,,,,
p52,point,17,959,p52,six,14,433,,,,
p52,``,17,959,p52,point,13,433,,,,
p52,'',17,959,p52,two,13,433,,,,
p52,three,16,959,p52,get,11,433,,,,
p52,figure,16,959,p52,multiply,11,433,,,,
p52,'m,16,959,p52,'s,10,433,,,,
p52,five,14,959,p52,hundred,9,433,,,,
p52,'s,13,959,p52,divided,8,433,,,,
p52,twenty,13,959,p52,four,7,433,,,,
p52,one,12,959,p52,times,7,433,,,,
p52,step,11,959,p52,eight,7,433,,,,
p52,sweet,11,959,p52,half,6,433,,,,
p52,hundred,11,959,p52,twelve,6,433,,,,
p52,need,11,959,p52,twenty,6,433,,,,
p52,far,10,959,p52,three,6,433,,,,
p52,help,9,959,p52,hour,6,433,,,,
p52,miles,9,959,p52,seven,6,433,,,,
p52,eee,9,959,p52,time,6,433,,,,
p53,one,22,831,p53,one,34,583,,,,
p53,three,21,831,p53,yes,23,583,,,,
p53,answer,20,831,p53,five,23,583,,,,
p53,two,20,831,p53,ten,22,583,,,,
p53,think,19,831,p53,us,21,583,,,,
p53,times,18,831,p53,four,18,583,,,,
p53,five,16,831,p53,point,17,583,,,,
p53,get,16,831,p53,divided,17,583,,,,
p53,put,16,831,p53,two,17,583,,,,
p53,point,14,831,p53,give,16,583,,,,
p53,okay,14,831,p53,first,15,583,,,,
p53,``,13,831,p53,equals,13,583,,,,
p53,figure,13,831,p53,times,13,583,,,,
p53,'',13,831,p53,'s,13,583,,,,
p53,multiply,13,831,p53,three,12,583,,,,
p53,four,12,831,p53,hundred,12,583,,,,
p53,twenty,12,831,p53,multiply,12,583,,,,
p53,'s,11,831,p53,eminem,11,583,,,,
p53,sweet,11,831,p53,distance,11,583,,,,
p53,'m,11,831,p53,answer,11,583,,,,
p53,hundred,10,831,p53,twenty,10,583,,,,
p53,seven,10,831,p53,need,9,583,,,,
p53,need,10,831,p53,six,9,583,,,,
p53,help,9,831,p53,fifty,8,583,,,,
p53,step,9,831,p53,know,8,583,,,,
p54,three,35,616,p54,equals,45,346,,,,
p54,two,28,616,p54,times,44,346,,,,
p54,times,24,616,p54,three,37,346,,,,
p54,five,18,616,p54,six,27,346,,,,
p54,one,16,616,p54,ten,18,346,,,,
p54,answer,16,616,p54,point,16,346,,,,
p54,okay,15,616,p54,one,13,346,,,,
p54,put,15,616,p54,five,13,346,,,,
p54,point,14,616,p54,seven,11,346,,,,
p54,multiply,14,616,p54,blank,11,346,,,,
p54,six,13,616,p54,yes,10,346,,,,
p54,think,12,616,p54,divided,10,346,,,,
p54,step,10,616,p54,four,9,346,,,,
p54,paint,10,616,p54,two,8,346,,,,
p54,need,10,616,p54,answer,7,346,,,,
p54,ten,9,616,p54,hundred,7,346,,,,
p54,seven,9,616,p54,equal,5,346,,,,
p54,figure,9,616,p54,twelve,4,346,,,,
p54,eighteen,9,616,p54,'s,3,346,,,,
p54,know,8,616,p54,sixty,3,346,,,,
p54,hundred,8,616,p54,multiply,2,346,,,,
p54,bags,8,616,p54,gets,2,346,,,,
p54,help,7,616,p54,thirty,2,346,,,,
p54,guess,7,616,p54,could,2,346,,,,
p54,area,7,616,p54,plus,2,346,,,,
p55,answer,26,884,p55,could,19,273,,,,
p55,two,23,884,p55,divided,16,273,,,,
p55,five,21,884,p55,multiply,16,273,,,,
p55,three,20,884,p55,three,15,273,,,,
p55,put,18,884,p55,five,15,273,,,,
p55,point,18,884,p55,yes,13,273,,,,
p55,figure,18,884,p55,divide,11,273,,,,
p55,think,17,884,p55,times,11,273,,,,
p55,``,17,884,p55,ten,10,273,,,,
p55,'',17,884,p55,one,7,273,,,,
p55,multiply,16,884,p55,find,7,273,,,,
p55,'m,16,884,p55,six,7,273,,,,
p55,times,15,884,p55,answer,7,273,,,,
p55,get,15,884,p55,fifty,7,273,,,,
p55,'s,14,884,p55,seven,6,273,,,,
p55,twenty,14,884,p55,first,6,273,,,,
p55,okay,13,884,p55,hundred,5,273,,,,
p55,one,11,884,p55,'re,5,273,,,,
p55,seven,11,884,p55,going,4,273,,,,
p55,feet,10,884,p55,thirty,4,273,,,,
p55,need,10,884,p55,twenty,3,273,,,,
p55,help,9,884,p55,plus,3,273,,,,
p55,step,9,884,p55,step,3,273,,,,
p55,great,9,884,p55,two,3,273,,,,
p55,awesome,9,884,p55,distance,3,273,,,,
p56,three,19,313,p56,times,15,102,,,,
p56,two,14,313,p56,six,13,102,,,,
p56,times,11,313,p56,three,8,102,,,,
p56,step,10,313,p56,two,7,102,,,,
p56,one,10,313,p56,yes,6,102,,,,
p56,okay,9,313,p56,divided,6,102,,,,
p56,put,9,313,p56,one,6,102,,,,
p56,answer,9,313,p56,five,6,102,,,,
p56,multiply,9,313,p56,point,4,102,,,,
p56,need,8,313,p56,twelve,4,102,,,,
